gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
OSTC	-0.38359275884183797	4.178883572295425	-1.50450962858803	0.19934733279738706	0.9997997501473126	-4.550124711743781
SHC3	0.7751427420331225	3.832985929058054	1.5035620080934515	0.19958075611873544	0.9997997501473126	-4.555563126326009
COQ10A	0.4808349070720483	3.2152273820370634	1.5032402534106746	0.1996600740963625	0.9997997501473126	-4.564446962690993
MERTK	-0.4292289597632971	3.5964065108334773	-1.5029107650145652	0.19974133090182078	0.9997997501473126	-4.55954492191777
RAC2	-0.3833733493138871	4.070758401346765	-1.502413536515336	0.19986401691655245	0.9997997501473126	-4.551681891771394
IFT122	0.2686453414819346	6.662523968002072	1.502241964518831	0.19990636784561205	0.9997997501473126	-4.510199295248672
PGPEP1	0.4826465102303864	4.930920404230951	1.501791019421892	0.20001772174002783	0.9997997501473126	-4.534719249544042
MTARC2	0.39598960410078765	4.499100183263012	1.5014350161084447	0.20010567458791145	0.9997997501473126	-4.54338628034644
JUND	0.25900838126489617	8.080720415257778	1.5013898482542785	0.20011683632445063	0.9997997501473126	-4.509460946704246
VDAC2	-0.36109424452870814	6.180923148986077	-1.5013695844491233	0.20012184405174446	0.9997997501473126	-4.515160122215544
SLC22A15	0.2758965000089975	5.731030136733766	1.500543800497249	0.20032602282646111	0.9997997501473126	-4.520317033087839
RDH5	0.36314481384984343	4.621239087962475	1.5003573597661408	0.20037214964160627	0.9997997501473126	-4.540960005595963
AGT	1.095273327455082	-1.002221490985458	1.4997557343530912	0.20052106788222554	0.9997997501473126	-4.586269579841905
B3GNTL1	0.3212254080758051	4.811260953116587	1.4997555391489013	0.2005211162182001	0.9997997501473126	-4.537356654749899
TREM1	-1.3078840171495258	-1.1143023226312592	-1.4996970902789624	0.20053558969992752	0.9997997501473126	-4.586351192733943
IL23A	-1.0127871188990463	-0.9519333506313281	-1.4995463287655117	0.20057292699705268	0.9997997501473126	-4.586261799569075
ATP6V1G1	-0.3525352670642891	5.0482724547967095	-1.498175834300449	0.20091265641568734	0.9997997501473126	-4.533962437891255
STMP1	-0.31416256968611433	5.142201133998084	-1.497953002919906	0.2009679474434145	0.9997997501473126	-4.532165833001424
PADI2	0.46644316013276377	4.949749170266889	1.49793839916469	0.20097157159042822	0.9997997501473126	-4.5348545625850765
GPR65	-0.7279367346849697	0.8400213311836606	-1.4975122940628358	0.20107734459493223	0.9997997501473126	-4.581090739059666
KANSL3	0.24930173188595062	7.020588856772658	1.4973607637596962	0.2011149725597593	0.9997997501473126	-4.509820528261717
TMA7	-0.4707727565276688	3.183231891954205	-1.4970892502369353	0.20118241213836485	0.9997997501473126	-4.565406190978277
ZFP3	-0.3083508902460351	5.1593803263399884	-1.4969006510612297	0.20122927028837573	0.9997997501473126	-4.531815567215424
LIX1	1.0665248994444516	-2.7565928037270977	1.4966632423470536	0.2012882706840254	0.9997997501473126	-4.588742083750471
TMBIM1	-0.2765218345497959	7.238282175057858	-1.4963345584573107	0.20136998285136595	0.9997997501473126	-4.509987973709731
KLF2	0.41538831506714446	5.225750543450931	1.4961154656921811	0.2014244684248422	0.9997997501473126	-4.529838411377696
MIS18BP1	-0.3099504430981203	5.020469605116889	-1.4953816834381106	0.201607056843608	0.9997997501473126	-4.534742140938701
NAA40	0.2766315216952744	5.9617070595355575	1.494761807259539	0.20176142924326596	0.9997997501473126	-4.51792193839586
PLXND1	0.2795867622435191	7.02023336870128	1.4945305445638077	0.2018190522331833	0.9997997501473126	-4.510363028131145
FBXO11	-0.32399098525158937	5.0569930782431225	-1.4945017641379468	0.20182622449793938	0.9997997501473126	-4.534218282661612
COL4A3	-0.9163348738035453	1.4845260369618187	-1.4944799275791412	0.2018316664749895	0.9997997501473126	-4.577654048759234
NT5C2	-0.2691088665310323	6.125732765599363	-1.4941863741560377	0.20190483818587857	0.9997997501473126	-4.516876863744337
OLFM1	-0.41987438851150716	4.386168654112746	-1.4938932696240323	0.2019779241537426	0.9997997501473126	-4.547465321293752
RASGEF1B	-0.28138896761416077	6.473452834879165	-1.4935710360143553	0.20205830365378505	0.9997997501473126	-4.513574789483241
SAP30BP	0.24660286046172933	7.239709900127682	1.4932200257457668	0.20214589730037355	0.9997997501473126	-4.510297072007907
PRG2	0.29070993660171235	5.406155793141507	1.493089882080684	0.2021783838247071	0.9997997501473126	-4.5287184168443675
ZNF76	0.2733098239042149	6.385079263796813	1.4924603109975085	0.20233561048649165	0.9997997501473126	-4.513797756007735
REEP1	0.5483059833968734	2.677342557620448	1.492328226037025	0.20236861219903807	0.9997997501473126	-4.570755799634798
NKTR	0.2674063417330102	8.958632973571719	1.4914111071973337	0.20259790295700164	0.9997997501473126	-4.514057937407106
EZHIP	0.7895799286117993	-0.06295268197200131	1.4911657667799427	0.20265928449664822	0.9997997501473126	-4.5841683985297434
H2AJ	-0.36270407754142553	7.164249885316939	-1.4901100757270445	0.20292361661774305	0.9997997501473126	-4.511375861325989
RIDA	-0.53378468081291	2.6217886397490657	-1.4900409306498517	0.20294094157048453	0.9997997501473126	-4.571627667781126
ADGRF5	0.44561714932330737	3.417817774241799	1.4898903357548041	0.20297867959817686	0.9997997501473126	-4.5625548733588905
PRRG3	1.046590769358345	3.440520114335606	1.4897837445090123	0.20300539480559956	0.9997997501473126	-4.562632019700721
TARBP2	0.28767319191195023	5.980555301678525	1.4894958842061037	0.2030775592345375	0.9997997501473126	-4.518555454840516
DNMT3A	0.2654259123716167	6.608969131511053	1.489442323214909	0.20309098936880254	0.9997997501473126	-4.5128547438913325
CD34	0.8471413077865003	5.891961709903965	1.4891462571277339	0.20316524218543555	0.9997997501473126	-4.520446692037474
LRRC28	0.3345339293705163	4.594451736170708	1.4889722293298895	0.2032089005316961	0.9997997501473126	-4.542828643869059
CNKSR1	-0.2556668538534036	6.406535716288858	-1.4880792039443549	0.2034330794662554	0.9997997501473126	-4.515031565673001
CENPB	-0.26314149107631046	6.400669836434718	-1.4876701240301258	0.20353585354821227	0.9997997501473126	-4.515206145274679
ZMYM5	-0.33415474459591166	5.593143295702493	-1.4873580114377494	0.20361430075890002	0.9997997501473126	-4.5255069242231025
UVSSA	0.25103466513406464	7.78354352077443	1.4869321168341683	0.20372139436753858	0.9997997501473126	-4.511764535679816
TSC22D3	0.3757249061479079	6.174664008556819	1.4862761981111758	0.20388643753592414	0.9997997501473126	-4.516935872344437
PEDS1	-0.3745378561096429	6.468285730808289	-1.48559189920067	0.20405876232973466	0.9997997501473126	-4.515268640751518
GLI1	0.7218568298551546	1.3037471460607628	1.4851675787300385	0.20416568973000035	0.9997997501473126	-4.579192342836703
SCAPER	-0.2830041402064305	5.980215581727256	-1.48475725630378	0.204269142214904	0.9997997501473126	-4.520247414118218
GRN	-0.27512986433467185	7.892081525943956	-1.4844080593154065	0.20435722416721175	0.9997997501473126	-4.512505479207984
LRRC10B	-0.7332457618377272	0.06117162128902348	-1.4839452180379238	0.20447402963216038	0.9997997501473126	-4.582606157495394
TRERF1	0.3120254436137216	6.428232498256102	1.4837479246821224	0.20452383979987104	0.9997997501473126	-4.51510279913185
CAPNS1	-0.43207577304068207	4.176028358520277	-1.4836978178776192	0.20453649204603883	0.9997997501473126	-4.552043265387606
ALKBH6	0.25878971845258514	6.092154884737116	1.4834399579925277	0.20460161530096901	0.9997997501473126	-4.518273666450572
PKM	-0.36262809796263507	7.737811385529815	-1.4827776148979022	0.20476898564190305	0.9997997501473126	-4.5128054307575205
CATSPERD	1.07832911175623	-1.4026545209162407	1.4827251670434403	0.20478224468165165	0.9997997501473126	-4.587290363353924
HDAC8	-0.30531628894886215	5.647026141691946	-1.4825313377987768	0.20483125287800177	0.9997997501473126	-4.525403773721797
TMEM44	0.31858281439792263	4.800258422808914	1.4822997720806128	0.20488981759812144	0.9997997501473126	-4.5397182592380485
SBNO2	-0.6772738927414641	8.280843255959631	-1.4821701504167564	0.20492260710008142	0.9997997501473126	-4.513986510261445
PTPRN2	-0.7034239854527433	1.92842774803132	-1.4815108790228448	0.20508945850719673	0.9997997501473126	-4.576779380029903
LOX	1.077447364128902	3.8970506796322537	1.4814084124363376	0.20511540323470234	0.9997997501473126	-4.556529472132859
NBN	-0.29733550042783985	5.178281711738211	-1.4812525466576294	0.20515487493669074	0.9997997501473126	-4.533562214588852
PER3	0.4646965626977994	6.718920384486276	1.4811804378273963	0.20517313842553464	0.9997997501473126	-4.513923417665786
GABRA4	-1.1406443672900382	-0.1509384677758877	-1.4805302215808118	0.20533789543244713	0.9997997501473126	-4.583960604065781
RBMS2	0.2929753757763755	5.6665246432519405	1.4803898135263334	0.20537349025930762	0.9997997501473126	-4.524587120602187
ADA	0.5272829187511817	5.271109805987418	1.4803409681731359	0.20538587446320739	0.9997997501473126	-4.531265979063336
UBE2QL1	-0.9155095511121353	2.6768208491910306	-1.4802812354806123	0.20540102003253288	0.9997997501473126	-4.571167989712078
EIF3H	-0.3525953312053519	4.724741082978883	-1.4800395864051963	0.20546230278095273	0.9997997501473126	-4.542356342614522
CXCL12	0.54660492929961	7.174195172506745	1.4797846643842125	0.20552697109957882	0.9997997501473126	-4.512992559691889
GARIN1B	0.8693790467030387	-0.8594614618221177	1.4795206610906333	0.20559396427695137	0.9997997501473126	-4.586267245241358
FREM1	0.5218354549401623	4.101967494195323	1.4794028526397454	0.20562386615608408	0.9997997501473126	-4.5529845276105805
SNAI1	-0.8663088013386656	-0.782281678551477	-1.4792096305128857	0.2056729186407254	0.9997997501473126	-4.586252120628372
UROD	0.25777753359857913	6.0846284182944785	1.4790310479449642	0.20571826489011813	0.9997997501473126	-4.5191453795824454
KAZALD1	0.7607824379242694	2.662789253311227	1.4784555524861986	0.2058644635122892	0.9997997501473126	-4.571626450783391
ZNF503	0.34747947559856146	5.280881532880212	1.4782558442164369	0.20591522122505004	0.9997997501473126	-4.531393171990395
GNAL	-0.38913899965216037	3.960767694256446	-1.4777321512654047	0.20604838118623012	0.9997997501473126	-4.556206644465061
BRI3BP	-0.6184730814344515	5.670898260737596	-1.4772436979578216	0.20617265713880872	0.9997997501473126	-4.527267226422417
ALMS1	-0.34963167084464697	4.602554046285193	-1.4767521687050378	0.20629779018360242	0.9997997501473126	-4.54489561144217
AK9	-0.39916640025655636	4.509689730378035	-1.4764519821440356	0.20637424815664399	0.9997997501473126	-4.546774822926199
NPNT	0.46100607902785423	3.2822622088052373	1.4762185422550151	0.20643372492858164	0.9997997501473126	-4.564554905756594
AEBP2	-0.2465047597639239	7.696589852582733	-1.475944760607416	0.20650350163516837	0.9997997501473126	-4.513998949221193
DISP2	0.8342797098364128	-0.6999359528927318	1.475898860470465	0.20651520213587088	0.9997997501473126	-4.585680440826171
FARP1	0.2987581124566701	5.581675749709538	1.475721122838063	0.20656051576557277	0.9997997501473126	-4.52678959118972
EPHB3	0.2538927980523494	8.324869309200473	1.4749009633161805	0.2067697395368434	0.9997997501473126	-4.515201417006078
NBPF11	0.27321670579179996	5.654131515997777	1.4748444209534621	0.20678417124903034	0.9997997501473126	-4.525699281747428
GRAMD2A	-0.4879819338483489	3.1450351712753153	-1.4742959273076244	0.20692421865722374	0.9997997501473126	-4.567452290696972
NMI	-0.3501496991968349	4.618479562288968	-1.4742736357605424	0.20692991235220867	0.9997997501473126	-4.544951976305323
CAPN5	0.5858864168620862	3.3947936775825327	1.4736674556325882	0.20708480164958928	0.9997997501473126	-4.564086002665957
AK1	-0.30706846698143464	5.717507341004652	-1.4735864106353607	0.20710551866152924	0.9997997501473126	-4.525883560404021
SPATC1L	0.40384040629269913	3.8796624969678866	1.4735730677688956	0.20710892960820348	0.9997997501473126	-4.557162568605056
ZNF44	-0.3462127204105574	5.849597656629174	-1.4734470648832427	0.20714114348699242	0.9997997501473126	-4.524026167250883
BCLAF3	-0.3147173721808646	6.089367589340842	-1.4732422379892018	0.20719352001787594	0.9997997501473126	-4.521148088434678
LTBR	-0.29271856958267234	7.325079937838065	-1.4731565642822895	0.20721543160790107	0.9997997501473126	-4.514591171264647
MYH10	0.2660172269861505	5.781616972477732	1.4731073125168688	0.20722802908876595	0.9997997501473126	-4.524272475848527
CACNB1	0.24393482448490644	7.0468278590134314	1.4730575862965958	0.2072407486885692	0.9997997501473126	-4.514517932659885
ZNF320	-0.49282835880916415	3.2214601962026466	-1.4725180435362835	0.2073788091154696	0.9997997501473126	-4.566593555426827
FOXL2	0.9031241199124058	0.23967277666720488	1.4724465583767283	0.20739710781770238	0.9997997501473126	-4.583761950023927
KRTAP5-8	0.8563316577844432	1.1980543968106767	1.4723977760570437	0.20740959598038014	0.9997997501473126	-4.5805188369974426
KLF16	-0.3479682670075477	5.399013824097268	-1.4721345556409442	0.2074769925680475	0.9997997501473126	-4.531384394698034
JPH4	0.562316852272076	2.5324004493545105	1.4717665533444275	0.20757125426043477	0.9997997501473126	-4.573049541924251
HGSNAT	0.27446070479646606	7.556712203830067	1.4713657036892227	0.20767397753168002	0.9997997501473126	-4.514560241220911
ZNF496	0.28360688764861247	5.522218318063959	1.4713384592597993	0.2076809611074852	0.9997997501473126	-4.528393860625917
RAB24	-0.35513633540414674	6.570337672402543	-1.4712300155260818	0.20770876082303819	0.9997997501473126	-4.517235936386935
PPP1R32	0.41506856399990816	4.028409188778223	1.4707689759225115	0.2078269898694476	0.9997997501473126	-4.55500912036164
TP53INP1	0.30323248619190657	5.906237004572317	1.4706317951116812	0.20786218130111284	0.9997997501473126	-4.522791369210289
CETN2	-0.3889371754433448	4.418923263184396	-1.4705418869099618	0.207885248917035	0.9997997501473126	-4.54915155041387
GSDME	0.70436207749718	1.841093449800917	1.470502980983778	0.20789523173372917	0.9997997501473126	-4.577577160615463
PTK7	0.28800874882949123	6.312978688050689	1.4704420438861707	0.2079108684446752	0.9997997501473126	-4.518529736714297
ZIC1	0.85755529917915	0.04335407074558523	1.470141733717205	0.2079879461638007	0.9997997501473126	-4.5842074083935005
RPGR	0.312902042805808	5.087689932208295	1.4700701059175705	0.208006334329488	0.9997997501473126	-4.536018682573999
ANKRD16	0.30661683085632474	5.372997176876564	1.4697166847410057	0.20809708740241087	0.9997997501473126	-4.5311293568820785
TANC2	-0.24642845065567834	6.75014834634894	-1.4694152096250954	0.20817453228906288	0.9997997501473126	-4.516485378902747
LY6D	-0.5203755900720902	10.20026111533682	-1.4692818485450465	0.20820879998571445	0.9997997501473126	-4.524291408806069
SEMA5A	-0.48034613749030936	4.593275463536179	-1.4690415040259268	0.2082705715302716	0.9997997501473126	-4.546479748162411
ARHGAP25	-0.43316760457235004	4.1552179012207375	-1.4682259910515665	0.20848030280478205	0.9997997501473126	-4.553713655714273
ANP32B	-0.4659128496356349	3.5119907367706484	-1.4674657940445295	0.20867599494729447	0.9997997501473126	-4.563502173571045
SESN2	0.3946611287838332	4.42256728253696	1.467302530498354	0.20871804626159704	0.9997997501473126	-4.548238499424835
PNMT	1.0078311303856033	1.5077897615085034	1.4672096785557522	0.20874196557822125	0.9997997501473126	-4.5793532152403404
PPIB	-0.3605391696533617	5.929745170461917	-1.4671468547202093	0.20875815096951156	0.9997997501473126	-4.524326831903159
IL2RA	-0.6226593366829963	1.6487070627827334	-1.4670045707979302	0.20879481233012484	0.9997997501473126	-4.578813952564404
MC1R	0.4496406073025229	3.542762706348746	1.4669682760803482	0.2088041651631422	0.9997997501473126	-4.562510758509872
GGT7	0.34743750104542687	6.011898633678102	1.4662373591851	0.20899260369957232	0.9997997501473126	-4.522323348182945
GPR161	0.44986863182762044	3.2344474850004663	1.4659192553672413	0.20907466656831056	0.9997997501473126	-4.566182531764049
GOLGA7B	-0.26677561887858764	7.712306372583681	-1.4655676299390799	0.2091654139997827	0.9997997501473126	-4.516002372555607
ARHGAP44	-0.8047946950496578	3.1100961289672355	-1.4654681986709617	0.20919108221906343	0.9997997501473126	-4.568623694556714
ZNF550	-0.29429168150152496	5.177375812525707	-1.465369598600074	0.20921653891881387	0.9997997501473126	-4.535886783630044
FCAR	-1.1545120450429192	-1.1061512383974634	-1.4653367677327063	0.20922501591160983	0.9997997501473126	-4.586779829998445
PGLS	-0.3180793593772332	5.9476660224731805	-1.4653341798413817	0.2092256841244431	0.9997997501473126	-4.524291221637052
C10orf82	0.9817668419935643	0.6051633228508646	1.4653253798657482	0.2092279563594348	0.9997997501473126	-4.582302770454275
HSPA1A	-0.2461721143132909	6.736500020429045	-1.4650866657207169	0.2092896038010111	0.9997997501473126	-4.517318459599246
FEZ1	0.5562354992441149	2.7592263251675835	1.4649639350308719	0.20932130569300395	0.9997997501473126	-4.57140737481183
GCHFR	-0.4892529057098647	4.065684701304484	-1.464577028942534	0.20942127614660233	0.9997997501473126	-4.555923986644606
ACSM6	-1.6490892924202663	1.0203058969345429	-1.463868258021993	0.2096045330105789	0.9997997501473126	-4.581514156758432
JPH3	1.0585569968175215	-1.3948134781889068	1.4636686967410026	0.20965615914045052	0.9997997501473126	-4.5876227703646135
CCNT2	-0.2682536418657346	6.109439467594109	-1.4631374593978848	0.20979365008815723	0.9997997501473126	-4.5225636136604805
TBC1D8	0.25150498295932755	7.506139932773431	1.4627434041975	0.20989569372305483	0.9997997501473126	-4.516383619398912
NR2F2	0.3295644976701151	4.588335629871926	1.4621766746355707	0.21004253812104706	0.9997997501473126	-4.546077524580183
TMEM116	0.309011403211942	5.616491061772421	1.461837594596652	0.21013044480710041	0.9997997501473126	-4.52854873090216
NCOA7	-0.9113965799771	5.394439890892274	-1.4611788463086819	0.21030132885661884	0.9997997501473126	-4.534806862508813
SEMA6C	0.30766958157398566	5.776107997660887	1.4608286302276414	0.21039223292857887	0.9997997501473126	-4.526219909083277
FOXP1	-0.2502038691914553	6.667079827492642	-1.460774548082167	0.210406274232324	0.9997997501473126	-4.518490660588398
CDC14A	-0.3522296261156585	4.556312398228271	-1.4604268709808146	0.2104965633089403	0.9997997501473126	-4.547700065414181
FLT3	0.5892188357498666	1.8969996907013709	1.4599640148004953	0.2106168224832541	0.9997997501473126	-4.577631712331799
EMP2	-0.2696184710338771	8.819485911665573	-1.4595224546883436	0.21073161132142293	0.9997997501473126	-4.519772432458668
KIAA2013	-0.25027312215532554	6.295383896169094	-1.459490220091942	0.21073999349322453	0.9997997501473126	-4.5212841933798344
POLR2L	-0.2774524667698526	7.399060161761872	-1.4589056769389874	0.21089205278624418	0.9997997501473126	-4.51724416830244
ENTPD3	0.6671627800988003	2.3938442217673366	1.4587085390962142	0.21094335921134225	0.9997997501473126	-4.574762886284471
ABCG4	-1.5362526900227635	-0.3369829604385354	-1.4587006393452218	0.21094541542871104	0.9997997501473126	-4.585771466073628
SMPD2	0.2597825495297257	6.816037667414253	1.458618558855266	0.210966781230754	0.9997997501473126	-4.517881432550809
CLIP2	-0.2961949930175651	5.9058265185413426	-1.4584346514065154	0.2110146606040182	0.9997997501473126	-4.5258269265173
SERPINB13	-0.6729310400758418	5.3973962739574795	-1.4583820813552253	0.2110283489085721	0.9997997501473126	-4.534464363243688
SAMM50	-0.42645538250468623	5.501911222336499	-1.4576561384033675	0.21121746054970844	0.9997997501473126	-4.532009082293871
MAGIX	0.39030216143706975	3.9231155013385255	1.4563634910486007	0.2115546127602451	0.9997997501473126	-4.557913080489984
RNPC3	-0.34322834510233274	6.920631345119791	-1.4559245183018859	0.2116692268892803	0.9997997501473126	-4.518859774634001
SDF4	-0.24145812938969768	7.958471985949796	-1.4556309282502067	0.21174591609816545	0.9997997501473126	-4.518238174914159
EPHA2	-0.36762027962986704	7.115192645730531	-1.4554278188612342	0.2117989866144663	0.9997997501473126	-4.518304224047069
HYI	0.35959066531646183	6.450753342898961	1.455024087149126	0.2119045165016937	0.9997997501473126	-4.520362764065853
C15orf62	-0.4291468781985719	3.409010156227715	-1.4538968233482146	0.21219944044094655	0.9997997501473126	-4.564942892112646
RPP25L	-0.37769810789750174	4.301964227370213	-1.453829170693527	0.2122171530628109	0.9997997501473126	-4.552836380167554
CCN6	-1.0682719145259585	1.5366712415906596	-1.4537920450463568	0.21222687380745828	0.9997997501473126	-4.5798590446064225
ZNF580	0.28548476318718563	6.189674191911786	1.4530558383247392	0.21241972760808175	0.9997997501473126	-4.5233896659986925
ABR	0.2852448727882277	7.728232037680689	1.4528805494193435	0.21246567088621165	0.9997997501473126	-4.518343135478886
KIF5C	0.815882511129016	1.7141687055790213	1.452821640858502	0.2124811130232399	0.9997997501473126	-4.578203840359723
ADSS1	0.35753014583836956	4.2167569525608855	1.452338090566331	0.21260791118136074	0.9997997501473126	-4.5533460789599545
MYH9	-0.3116826082342316	6.214392909573708	-1.452014171191161	0.21269289182594212	0.9997997501473126	-4.523654964554134
RUNX1T1	0.7213583978463343	5.152334260445235	1.4517578795334225	0.21276015382070965	0.9997997501473126	-4.5375530713121695
ID3	0.3852878012064678	6.209023357083637	1.451296299003092	0.21288134500433883	0.9997997501473126	-4.523217601986238
LILRA4	-1.267353278354864	-1.345620660442512	-1.4510909690347131	0.21293527753153885	0.9997997501473126	-4.587808604370116
SLC39A5	0.7850694205477946	-0.1851018748184744	1.451071629361364	0.21294035803180156	0.9997997501473126	-4.5853653934407435
CHD1	-0.2837804039076045	5.801810828374778	-1.4508829873245077	0.21298992020689622	0.9997997501473126	-4.528354851434706
NFYB	-0.2987506407714468	5.193431670713023	-1.4508322427133105	0.21300325433363018	0.9997997501473126	-4.537428354991749
MT1M	-0.6921819532343956	0.6973997318576397	-1.4507502820294522	0.2130247928120005	0.9997997501473126	-4.582738586738133
MT1E	-0.4639165636607204	3.6641764257841594	-1.4502586947106155	0.21315402196577968	0.9997997501473126	-4.561237922813359
GIT2	0.2487488191969444	6.245804474675062	1.4499592404374804	0.21323278051863087	0.9997997501473126	-4.522878002886703
ATP6V0E1	-0.3077026324668064	4.916520884902571	-1.4497962660415795	0.21327565588227687	0.9997997501473126	-4.542500357622137
SDSL	-0.6781833494422266	1.2065340114592003	-1.4494130697067567	0.2133765005535368	0.9997997501473126	-4.580932504500537
LBH	-0.3667722270292374	4.215333630760087	-1.449398556981212	0.2133803207423938	0.9997997501473126	-4.5542997992769445
SNX8	0.2784889955304209	5.553247212814127	1.4490465882300412	0.21347299007118137	0.9997997501473126	-4.53140939285036
S100A9	-3.724165864408405	6.162949128976597	-1.4485713957277417	0.21359816526665165	0.9997997501473126	-4.539937496058409
LGR6	0.5806233160558972	2.6463856211899626	1.4483782555286353	0.21364906277390125	0.9997997501473126	-4.572787419853773
ZNF365	0.8251628871253369	1.630459795077893	1.448328664932387	0.21366213311055524	0.9997997501473126	-4.578055843644323
IFIT1	0.4519468041544217	3.317574626841457	1.4478051315603946	0.21380016581489855	0.9997997501473126	-4.566799161256971
EOLA1	0.25671338224848844	5.931123409926496	1.447129681729125	0.2139783810651111	0.9997997501473126	-4.526627120485815
EDIL3	-0.5450673443588564	4.146346789538471	-1.446952762443491	0.21402508465131911	0.9997997501473126	-4.55641003556199
ATRNL1	-0.8296708467003939	0.5787675976840572	-1.4466336879168398	0.21410933992855033	0.9997997501473126	-4.583286757385702
SLC26A9	-1.1712174715243178	3.085905494797715	-1.4466308527024048	0.2141100887447074	0.9997997501473126	-4.568111817100782
SHCBP1	-0.5873573523759628	3.838267592705181	-1.446267806871561	0.21420599492269782	0.9997997501473126	-4.560829291731665
GFPT2	-0.35206088726204643	4.606462189156383	-1.446142134973478	0.2142392035788549	0.9997997501473126	-4.548260635227701
CD3D	-0.6485544812405268	1.5739055470013896	-1.4457635024138142	0.21433928723458104	0.9997997501473126	-4.579551100770146
H4C3	-0.4776237734451432	3.063580325578816	-1.4457023127106414	0.2143554657521727	0.9997997501473126	-4.569949694647072
LRRC4C	-1.1146367319014354	-2.254890400783163	-1.445402325875923	0.21443479935090481	0.9997997501473126	-4.589206374724512
FOSL1	-1.4921090029660453	0.6479839488184347	-1.4450570923427686	0.2145261342770189	0.9997997501473126	-4.582770281546513
NEMP1	0.2862509228511072	6.415850754658459	1.4436376700608164	0.2149020561237063	0.9997997501473126	-4.5227747772706
AURKC	0.5331349314654433	2.43448972651961	1.443574259166877	0.2149188649704306	0.9997997501473126	-4.57513801946121
ARHGAP26	-0.3744152945267673	5.450935707388396	-1.443421497134107	0.2149593641334857	0.9997997501473126	-4.5348127829779505
PARM1	0.5418815055209384	3.497778706842254	1.4422733860483603	0.21526398173544703	0.9997997501473126	-4.564502643245513
AMDHD2	0.239700429306433	6.75113686830257	1.441978661260477	0.2153422463132815	0.9997997501473126	-4.521362037001225
FREM2	0.5946234018755668	2.0626917787279986	1.4416590913851652	0.21542713994804719	0.9997997501473126	-4.57663170731511
CITED1	1.2454892321006514	-1.195211457006105	1.441493287841076	0.2154711984856412	0.9997997501473126	-4.587497645535262
MIPOL1	-0.4692941262191817	4.676234339339192	-1.4412546783383604	0.21553461900494028	0.9997997501473126	-4.5476809209446145
DRC1	-0.960933563248646	-1.8252366214596913	-1.4409617393651877	0.21561250479893213	0.9997997501473126	-4.588622504424329
MYO1E	-0.3126087363755226	6.263969128642639	-1.440694313152694	0.21568363133117555	0.9997997501473126	-4.525212323278994
FAM180A	0.8965440902150628	3.401021262049162	1.4404684618783765	0.21574371815063162	0.9997997501473126	-4.566401328776544
VEGFA	-0.33618316646668234	8.07842568346553	-1.4401458527358988	0.2158295753613761	0.9997997501473126	-4.521472048439093
PIWIL4	0.6035247505070281	1.62691432755646	1.439484400424018	0.21600571454342868	0.9997997501473126	-4.579812755514262
PLCG1	0.25366884131725653	7.6365020354829944	1.4392072772339286	0.21607955182505847	0.9997997501473126	-4.520957175467374
TOP1MT	-0.2656089411278469	6.111443071345544	-1.4385605794413072	0.21625195518662257	0.9997997501473126	-4.526899476695377
KRT2	0.4535602136580527	12.144661399755808	1.4382215314329099	0.21634239574063843	0.9997997501473126	-4.53936175378209
ENTPD4	0.25981151162318367	6.695856479963109	1.4380952461000973	0.21637609160127322	0.9997997501473126	-4.5222943430603895
BCO2	0.3362114725516485	4.526480328176199	1.4380733712014828	0.2163819288528653	0.9997997501473126	-4.549775907664379
DSN1	0.3094328193018896	4.796772363178667	1.4378442256394357	0.21644308490199513	0.9997997501473126	-4.545325890369906
GALNT14	-0.6601412192647065	2.635199123520291	-1.4374039506950023	0.21656063605446135	0.9997997501473126	-4.574124842722395
SKIDA1	0.5104092806754443	3.3680170401564524	1.4372863452736035	0.21659204664088608	0.9997997501473126	-4.566828852560939
LPIN3	0.26037055485825883	7.474792098589717	1.4368431575934397	0.21671045515231976	0.9997997501473126	-4.521369677718881
CDH5	0.3858181614818178	5.861551882575714	1.4366094067388988	0.2167729328932052	0.9997997501473126	-4.529208897644425
NLRX1	-0.43355794686246146	5.672456922133611	-1.4366069755904982	0.2167735827913319	0.9997997501473126	-4.533088601064897
OSBP2	0.3488794975248013	4.564039808609127	1.4365558413736634	0.2167872525050341	0.9997997501473126	-4.549219939771703
SLC5A4	0.6394611630449708	1.0201848020048923	1.4363179936420714	0.2168508474100471	0.9997997501473126	-4.5815575186392765
COL6A2	0.5764299512590983	9.483746299594442	1.4363068333186328	0.21685383186577945	0.9997997501473126	-4.526372422762825
ITSN2	-0.31458329942446	6.879489445097527	-1.4361561816213082	0.2168941225517435	0.9997997501473126	-4.522444980790768
CACNG8	0.8291475211976984	-0.7273958415293016	1.4360387009678128	0.21692554695437422	0.9997997501473126	-4.586860560444048
LRP6	0.2643918105805793	5.633889104479517	1.4356973842538352	0.21701686951530016	0.9997997501473126	-4.532392540816729
GALNT5	0.7641230820776972	1.0916338427103973	1.4354679183697518	0.21707828639385518	0.9997997501473126	-4.58204217457393
RBAK	-0.32301540816690355	5.166280715879619	-1.4354348789836213	0.21708713082990552	0.9997997501473126	-4.540320446312595
TPSD1	0.7195915984799212	2.6297428461015895	1.4353973436866816	0.21709717921950575	0.9997997501473126	-4.57394933220329
